algo,promoted,reward,return,CVaR,MDD,train_time_s
q_learning,False,0.589762155988893,0.9257110535199233,0.025487034845229923,-0.24856483874852614,32.47425738319289
sg_sarsa,False,0.16855376496043753,0.39608661608689133,0.01470931619659716,-0.16306030897771237,29.09851446679095
nstep_sarsa,True,0.5209719687123192,0.7303149864709415,0.02053929186173032,-0.19068834927506256,33.104921000008474
